dt,open,high,low,close,volume
2020-12-04 10:00:00,19354.23,19360.73,18900.0,18978.35,9630.663093
2020-12-04 11:00:00,18978.35,19077.16,18700.0,18833.25,5226.950061
2020-12-04 12:00:00,18834.48,19029.56,18686.38,19026.49,6651.625618
2020-12-04 13:00:00,19026.49,19027.0,18914.42,19005.34,2476.86035
2020-12-04 14:00:00,19005.34,19146.22,18917.84,19046.11,3301.095255
2020-12-04 15:00:00,19046.11,19073.46,18938.25,18943.35,2288.005452
2020-12-04 16:00:00,18944.06,18991.7,18817.0,18981.28,3493.465697
2020-12-04 17:00:00,18981.28,19029.2,18932.23,18968.93,1898.7485
2020-12-04 18:00:00,18968.82,19078.68,18929.16,19056.45,1718.020232
2020-12-04 19:00:00,19056.45,19065.0,19000.0,19038.73,1689.617236
2020-12-04 20:00:00,19038.73,19045.34,18880.0,18962.53,2390.289129
2020-12-04 21:00:00,18962.52,18988.75,18725.6,18806.41,3265.941089
2020-12-04 22:00:00,18807.09,18875.27,18565.31,18665.3,2805.203431
2020-12-04 23:00:00,18665.31,18841.0,18601.5,18650.52,2948.572604
2020-12-05 00:00:00,18650.51,18791.53,18500.0,18764.23,4398.592542
2020-12-05 01:00:00,18764.23,18819.83,18634.5,18644.89,2253.931869
2020-12-05 02:00:00,18644.88,18848.62,18641.1,18789.66,2388.321713
2020-12-05 03:00:00,18789.65,18880.0,18738.34,18818.85,2317.888684
2020-12-05 04:00:00,18818.05,18932.0,18800.0,18863.9,1551.894666
2020-12-05 05:00:00,18863.9,18970.0,18840.69,18954.42,1647.778313
2020-12-05 06:00:00,18955.83,18990.08,18906.16,18963.03,1590.750531
2020-12-05 07:00:00,18963.03,18986.61,18900.0,18911.31,1514.204824
2020-12-05 08:00:00,18911.3,19177.0,18911.3,19149.9,3390.549236
2020-12-05 09:00:00,19149.9,19165.0,19053.05,19110.42,1671.420619
2020-12-05 10:00:00,19110.42,19137.28,19037.5,19114.48,1404.535637
2020-12-05 11:00:00,19114.48,19127.46,18959.03,19013.43,2031.724234
2020-12-05 12:00:00,19013.43,19080.01,18965.45,19060.01,1505.479033
2020-12-05 13:00:00,19060.27,19069.9,18941.74,18983.13,1663.18758
2020-12-05 14:00:00,18982.57,19092.03,18963.83,19080.01,2031.09956
2020-12-05 15:00:00,19080.01,19150.0,19051.0,19110.78,1878.881403
2020-12-05 16:00:00,19111.13,19149.92,19044.28,19099.0,1712.332099
2020-12-05 17:00:00,19098.99,19125.76,19026.0,19125.76,1130.566015
2020-12-05 18:00:00,19125.77,19140.0,19085.0,19116.3,1113.481955
2020-12-05 19:00:00,19116.65,19172.37,19075.3,19119.19,1273.081414
2020-12-05 20:00:00,19119.19,19140.0,18993.92,19054.9,1291.846074
2020-12-05 21:00:00,19055.24,19110.0,19000.0,19007.04,1050.880547
2020-12-05 22:00:00,19007.04,19052.17,18977.16,19020.5,772.952693
2020-12-05 23:00:00,19020.59,19157.52,19020.08,19147.66,1337.367332
2020-12-06 00:00:00,19147.66,19277.0,19131.02,19268.81,2729.198654
2020-12-06 01:00:00,19268.81,19342.0,19228.0,19261.52,2377.439344
2020-12-06 02:00:00,19261.51,19288.06,19206.03,19233.43,1450.02811
2020-12-06 03:00:00,19233.44,19245.91,19137.18,19183.39,1223.127577
2020-12-06 04:00:00,19183.39,19231.08,19155.04,19185.92,881.834286
2020-12-06 05:00:00,19185.92,19222.54,19105.0,19151.97,1054.988231
2020-12-06 06:00:00,19152.0,19224.66,19133.5,19183.94,845.302981
2020-12-06 07:00:00,19184.23,19260.0,19172.3,19230.99,921.805973
2020-12-06 08:00:00,19230.99,19251.0,19003.64,19017.56,2003.080539
2020-12-06 09:00:00,19017.54,19083.98,18950.87,19042.22,2087.157592
2020-12-06 10:00:00,19042.23,19061.53,18957.04,19041.31,1124.016156
2020-12-06 11:00:00,19041.32,19100.0,18959.73,19089.16,1115.628806
2020-12-06 12:00:00,19089.15,19089.16,18960.55,18982.47,1111.226328
2020-12-06 13:00:00,18982.87,19021.0,18857.0,18953.07,2100.601588
2020-12-06 14:00:00,18953.07,19131.53,18930.98,19120.0,1809.57926
2020-12-06 15:00:00,19120.27,19152.38,19094.0,19125.83,1350.286034
2020-12-06 16:00:00,19125.84,19213.09,19018.0,19106.8,1927.444027
2020-12-06 17:00:00,19106.46,19177.16,19065.91,19128.02,920.596848
2020-12-06 18:00:00,19127.86,19174.36,19093.78,19105.21,870.086461
2020-12-06 19:00:00,19105.2,19156.96,19076.47,19132.62,870.441944
2020-12-06 20:00:00,19132.62,19184.62,19123.41,19168.73,868.814714
2020-12-06 21:00:00,19168.73,19244.0,19114.01,19238.08,1606.570085
2020-12-06 22:00:00,19238.08,19249.0,19045.0,19125.44,1481.428442
2020-12-06 23:00:00,19125.55,19420.0,19125.55,19359.4,4312.407881
2020-12-07 00:00:00,19358.67,19420.91,19288.23,19318.56,1983.516535
2020-12-07 01:00:00,19318.56,19349.55,19219.99,19293.08,1527.856348
2020-12-07 02:00:00,19293.09,19307.49,19169.35,19200.0,1548.269166
2020-12-07 03:00:00,19200.01,19288.23,19157.55,19282.68,1339.849597
2020-12-07 04:00:00,19282.68,19306.11,19233.36,19285.97,1193.985926
2020-12-07 05:00:00,19285.97,19299.0,19240.0,19246.26,1023.882776
2020-12-07 06:00:00,19246.25,19356.3,19237.37,19306.36,1454.812033
2020-12-07 07:00:00,19306.36,19399.0,19293.93,19371.3,1503.212608
2020-12-07 08:00:00,19371.24,19386.15,19200.0,19250.84,1808.057972
2020-12-07 09:00:00,19250.85,19256.62,19177.99,19213.34,1678.482081
2020-12-07 10:00:00,19213.34,19254.06,19147.05,19183.41,1839.598649
2020-12-07 11:00:00,19183.41,19231.22,19090.0,19103.58,1914.160878
2020-12-07 12:00:00,19103.79,19239.0,19097.5,19238.8,2301.613075
2020-12-07 13:00:00,19239.0,19253.09,19180.7,19187.67,1522.342358
2020-12-07 14:00:00,19187.9,19234.61,19095.72,19195.84,2077.875894
2020-12-07 15:00:00,19195.84,19257.03,19168.88,19213.9,1660.035444
2020-12-07 16:00:00,19213.9,19241.39,19166.79,19188.36,1587.897438
2020-12-07 17:00:00,19188.29,19210.09,19139.99,19160.01,1440.248622
2020-12-07 18:00:00,19160.01,19188.16,18902.88,18939.7,4582.186702
2020-12-07 19:00:00,18938.51,19039.02,18912.31,18967.01,1898.119135
2020-12-07 20:00:00,18967.01,19059.8,18935.06,19050.63,1533.444692
2020-12-07 21:00:00,19050.63,19115.28,19015.36,19075.41,1561.729683
2020-12-07 22:00:00,19075.45,19115.78,19057.86,19114.48,788.101718
2020-12-07 23:00:00,19114.49,19217.64,19072.8,19166.9,1603.016963
2020-12-08 00:00:00,19166.9,19229.99,19132.67,19228.4,1539.700738
2020-12-08 01:00:00,19228.41,19235.6,19150.25,19210.62,1465.000464
2020-12-08 02:00:00,19210.63,19215.34,19160.0,19177.61,1061.470891
2020-12-08 03:00:00,19177.61,19196.0,19132.78,19154.73,1086.763535
2020-12-08 04:00:00,19154.73,19210.0,19151.96,19181.21,1423.218666
2020-12-08 05:00:00,19181.21,19293.76,19181.21,19293.76,1362.402648
2020-12-08 06:00:00,19293.76,19294.84,19091.0,19160.49,1931.913758
2020-12-08 07:00:00,19160.49,19199.62,19135.0,19143.1,1877.753232
2020-12-08 08:00:00,19143.1,19168.88,19010.0,19069.96,2558.836053
2020-12-08 09:00:00,19069.95,19101.59,18700.0,18791.77,5751.663474
2020-12-08 10:00:00,18791.78,18879.0,18700.04,18816.0,3764.950593
2020-12-08 11:00:00,18816.0,18869.23,18730.0,18762.96,2445.010049
2020-12-08 12:00:00,18762.95,18864.06,18610.0,18726.93,4536.598736
2020-12-08 13:00:00,18726.92,18942.3,18726.92,18922.84,3398.709741
2020-12-08 14:00:00,18923.42,18974.83,18861.47,18865.01,2255.911886
2020-12-08 15:00:00,18865.0,18913.14,18780.0,18809.91,2017.421275
2020-12-08 16:00:00,18809.91,18910.0,18745.31,18832.03,2390.26467
2020-12-08 17:00:00,18832.02,18937.81,18818.0,18927.41,1365.998541
2020-12-08 18:00:00,18927.41,18930.84,18826.08,18831.0,1791.746261
2020-12-08 19:00:00,18831.0,18895.0,18787.87,18795.74,1381.006558
2020-12-08 20:00:00,18795.74,18848.0,18664.51,18742.63,3177.566538
2020-12-08 21:00:00,18742.64,18827.34,18687.8,18777.86,1763.504325
2020-12-08 22:00:00,18778.02,18837.45,18320.0,18340.01,4197.202626
2020-12-08 23:00:00,18336.5,18500.0,18200.0,18324.11,7082.332356
2020-12-09 00:00:00,18324.11,18380.0,18120.0,18180.01,4284.974779
2020-12-09 01:00:00,18180.0,18329.65,18032.0,18215.49,4099.081784
2020-12-09 02:00:00,18215.5,18350.36,18151.6,18281.0,2790.501477
2020-12-09 03:00:00,18281.26,18310.0,18220.88,18300.01,1888.927345
2020-12-09 04:00:00,18300.0,18308.39,18125.0,18159.58,2057.228798
2020-12-09 05:00:00,18159.57,18242.32,18058.0,18205.5,2983.491849
2020-12-09 06:00:00,18206.57,18280.0,18153.36,18214.09,2142.323158
2020-12-09 07:00:00,18214.08,18244.26,17830.0,17924.07,5288.683222
2020-12-09 08:00:00,17924.06,18048.12,17650.0,17955.78,8243.276243
2020-12-09 09:00:00,17955.78,18108.64,17919.93,18036.34,4587.527362
2020-12-09 10:00:00,18040.98,18249.0,17978.16,18234.65,4049.214998
2020-12-09 11:00:00,18234.66,18379.87,18180.72,18244.95,4005.127067
2020-12-09 12:00:00,18244.94,18365.0,18210.05,18234.74,2551.592987
2020-12-09 13:00:00,18234.74,18498.0,18169.1,18483.5,3956.733743
2020-12-09 14:00:00,18483.24,18523.99,18425.17,18451.01,3858.941662
2020-12-09 15:00:00,18451.01,18470.22,18290.49,18349.5,3458.085019
2020-12-09 16:00:00,18349.5,18392.0,18252.15,18389.74,2491.702939
2020-12-09 17:00:00,18389.73,18435.0,18297.32,18304.06,2386.467822
2020-12-09 18:00:00,18304.06,18352.22,18165.0,18196.4,2456.281166
2020-12-09 19:00:00,18196.41,18289.06,18196.11,18260.03,1802.917152
2020-12-09 20:00:00,18260.02,18372.0,18211.78,18341.02,2640.593524
2020-12-09 21:00:00,18341.01,18550.0,18326.04,18519.37,3203.221946
2020-12-09 22:00:00,18519.32,18613.99,18485.71,18556.11,2659.087548
2020-12-09 23:00:00,18556.12,18639.57,18531.29,18541.28,1699.570211
2020-12-10 00:00:00,18541.29,18557.32,18416.17,18432.01,1824.411371
2020-12-10 01:00:00,18432.01,18501.96,18303.28,18431.25,1984.13813
2020-12-10 02:00:00,18431.25,18485.71,18353.29,18386.02,1684.784578
2020-12-10 03:00:00,18386.02,18500.0,18350.0,18409.77,1492.900435
2020-12-10 04:00:00,18409.78,18493.28,18389.0,18418.15,1491.721766
2020-12-10 05:00:00,18418.15,18420.8,18305.4,18372.37,1571.720153
2020-12-10 06:00:00,18372.36,18435.74,18278.44,18298.22,2065.773007
2020-12-10 07:00:00,18298.23,18386.16,18287.78,18335.91,1225.145125
2020-12-10 08:00:00,18335.91,18471.18,18319.74,18433.3,1918.034657
2020-12-10 09:00:00,18433.31,18480.0,18224.01,18237.52,2921.513279
2020-12-10 10:00:00,18237.51,18281.01,18070.0,18145.0,3256.288961
2020-12-10 11:00:00,18145.0,18254.48,18117.32,18192.49,2447.637312
2020-12-10 12:00:00,18192.5,18290.63,18165.89,18209.96,1783.460883
2020-12-10 13:00:00,18209.72,18246.8,18045.31,18233.65,3702.028832
2020-12-10 14:00:00,18233.65,18252.55,18040.01,18079.99,3043.013527
2020-12-10 15:00:00,18080.0,18151.0,17911.12,18134.08,4777.60176
2020-12-10 16:00:00,18132.11,18225.31,18096.42,18176.99,2836.097029
2020-12-10 17:00:00,18176.99,18217.95,18076.07,18213.86,1822.381199
2020-12-10 18:00:00,18213.87,18316.76,18195.01,18274.75,2327.712761
2020-12-10 19:00:00,18274.74,18403.28,18225.31,18403.1,2437.619642
2020-12-10 20:00:00,18403.11,18435.74,18342.56,18365.78,2400.941605
2020-12-10 21:00:00,18365.79,18405.62,18305.74,18349.0,1405.94011
2020-12-10 22:00:00,18348.99,18397.77,18297.76,18326.36,1007.941783
2020-12-10 23:00:00,18326.36,18380.41,18220.0,18254.63,1461.867189
2020-12-11 00:00:00,18254.81,18292.73,17950.0,18018.32,3824.693799
2020-12-11 01:00:00,18018.31,18074.8,17804.0,17901.45,5573.67197
2020-12-11 02:00:00,17901.44,18040.81,17801.37,17804.97,3702.977958
2020-12-11 03:00:00,17804.97,17996.14,17715.6,17990.88,3471.134571
2020-12-11 04:00:00,17990.69,18048.6,17929.81,17959.72,2129.211271
2020-12-11 05:00:00,17959.73,18021.42,17833.88,17899.44,2208.244252
2020-12-11 06:00:00,17899.43,17968.0,17814.73,17923.6,1844.101172
2020-12-11 07:00:00,17923.6,17944.87,17700.51,17811.95,3651.861489
2020-12-11 08:00:00,17811.96,18001.15,17810.5,17898.79,3799.966897
2020-12-11 09:00:00,17899.46,17908.0,17728.25,17802.6,2599.671677
2020-12-11 10:00:00,17802.6,17874.01,17572.33,17758.45,5006.234384
2020-12-11 11:00:00,17758.46,17761.1,17600.0,17647.71,3575.265625
2020-12-11 12:00:00,17647.71,17916.5,17617.0,17864.73,4028.592436
2020-12-11 13:00:00,17864.73,17987.98,17827.68,17972.01,2900.77125
2020-12-11 14:00:00,17972.0,18068.0,17901.07,18058.76,3657.438567
2020-12-11 15:00:00,18058.75,18132.0,18028.0,18104.74,3191.423603
2020-12-11 16:00:00,18104.74,18111.55,17942.85,17978.14,2468.647851
2020-12-11 17:00:00,17978.15,18007.0,17852.0,17995.53,2771.296577
2020-12-11 18:00:00,17995.5,18046.83,17943.29,18044.26,1971.882831
2020-12-11 19:00:00,18044.26,18093.95,17959.22,17977.0,2055.802959
2020-12-11 20:00:00,17975.08,18060.0,17925.37,17982.89,2012.499396
2020-12-11 21:00:00,17983.47,18125.18,17952.15,18100.01,2363.583895
2020-12-11 22:00:00,18100.01,18184.0,18067.72,18127.81,1977.130093
2020-12-11 23:00:00,18127.81,18149.75,18012.69,18036.53,1824.619736
2020-12-12 00:00:00,18036.53,18370.0,18020.7,18342.06,4583.783306
2020-12-12 01:00:00,18342.05,18375.0,18271.1,18283.84,1922.630745
2020-12-12 02:00:00,18283.84,18350.0,18278.14,18319.99,1370.498539
2020-12-12 03:00:00,18319.99,18336.82,18268.34,18282.02,1178.519836
2020-12-12 04:00:00,18282.01,18390.0,18261.32,18370.28,1520.77657
2020-12-12 05:00:00,18370.28,18398.19,18310.01,18313.36,1600.542043
2020-12-12 06:00:00,18313.35,18366.24,18278.91,18315.76,1342.470282
2020-12-12 07:00:00,18315.76,18400.0,18300.67,18380.85,1514.440818
2020-12-12 08:00:00,18380.85,18450.0,18318.98,18377.64,2153.284652
2020-12-12 09:00:00,18377.35,18478.0,18345.14,18433.47,1957.433154
2020-12-12 10:00:00,18433.47,18459.42,18370.0,18382.1,1482.558626
2020-12-12 11:00:00,18382.11,18513.66,18366.68,18506.1,1892.703046
2020-12-12 12:00:00,18506.1,18525.33,18427.01,18445.15,1831.731773
2020-12-12 13:00:00,18445.14,18451.35,18388.88,18400.21,1443.035834
2020-12-12 14:00:00,18400.21,18475.63,18308.82,18372.97,2537.663833
2020-12-12 15:00:00,18372.98,18434.62,18317.67,18399.01,1786.916682
2020-12-12 16:00:00,18399.01,18450.46,18362.42,18397.88,1754.689938
2020-12-12 17:00:00,18397.87,18527.93,18374.07,18483.17,1642.530837
2020-12-12 18:00:00,18482.83,18746.33,18482.47,18687.62,4917.028007
2020-12-12 19:00:00,18687.63,18850.0,18687.63,18805.29,3255.899793
2020-12-12 20:00:00,18805.29,18840.4,18745.01,18770.68,2031.985016
2020-12-12 21:00:00,18770.67,18840.4,18729.09,18787.72,1855.293184
2020-12-12 22:00:00,18787.72,18948.66,18754.37,18870.51,2213.09286
2020-12-12 23:00:00,18872.07,18880.37,18768.77,18808.69,1730.469058
2020-12-13 00:00:00,18808.69,18875.0,18711.12,18750.0,2078.489661
2020-12-13 01:00:00,18750.0,18808.98,18711.57,18795.31,1142.36527
2020-12-13 02:00:00,18795.12,18830.0,18750.02,18812.61,1530.614138
2020-12-13 03:00:00,18812.61,18831.36,18760.77,18784.42,932.07127
2020-12-13 04:00:00,18784.56,18884.5,18768.19,18852.51,1252.673306
2020-12-13 05:00:00,18852.51,18938.55,18815.0,18850.0,2197.616883
2020-12-13 06:00:00,18849.99,18984.55,18844.95,18973.93,1930.019028
2020-12-13 07:00:00,18973.93,19306.27,18973.93,19247.68,7062.527311
2020-12-13 08:00:00,19249.21,19322.24,19179.5,19245.91,3622.141403
2020-12-13 09:00:00,19245.25,19301.14,19185.74,19263.25,2399.866077
2020-12-13 10:00:00,19263.26,19370.0,19255.0,19278.99,3202.08969
2020-12-13 11:00:00,19278.99,19349.0,19200.0,19316.81,2247.859112
2020-12-13 12:00:00,19316.8,19400.0,19265.91,19348.97,3516.700147
2020-12-13 13:00:00,19348.97,19411.0,19290.01,19321.13,2820.186035
2020-12-13 14:00:00,19321.13,19364.0,19275.41,19292.13,1662.41871
2020-12-13 15:00:00,19292.13,19334.08,19080.0,19211.34,3876.890837
2020-12-13 16:00:00,19211.34,19385.0,19208.7,19328.12,3401.557937
2020-12-13 17:00:00,19328.11,19334.85,19197.36,19273.6,1835.01721
2020-12-13 18:00:00,19273.59,19273.6,19172.33,19185.33,1636.424148
2020-12-13 19:00:00,19185.33,19233.0,19155.0,19193.78,1307.778726
2020-12-13 20:00:00,19193.28,19193.29,19089.63,19154.57,1908.19497
2020-12-13 21:00:00,19154.56,19225.63,19150.0,19190.01,1153.642827
2020-12-13 22:00:00,19190.0,19194.33,18971.0,19112.41,2215.95021
2020-12-13 23:00:00,19112.41,19225.0,19090.0,19174.99,1627.726838
2020-12-14 00:00:00,19174.99,19174.99,19000.0,19057.19,1888.751084
2020-12-14 01:00:00,19056.23,19112.74,19019.65,19085.64,1246.655384
2020-12-14 02:00:00,19085.64,19307.09,19052.62,19297.7,2765.118326
2020-12-14 03:00:00,19297.9,19347.0,19227.01,19260.68,2413.537572
2020-12-14 04:00:00,19260.68,19282.11,19055.51,19126.94,2675.257429
2020-12-14 05:00:00,19126.93,19130.0,19033.84,19085.53,1556.626987
2020-12-14 06:00:00,19085.53,19207.93,19080.4,19206.23,1741.878147
2020-12-14 07:00:00,19206.24,19210.0,19100.43,19155.8,1326.684257
2020-12-14 08:00:00,19155.8,19244.69,19140.0,19222.0,2065.456886
2020-12-14 09:00:00,19222.0,19258.96,19120.0,19184.61,1986.246842
2020-12-14 10:00:00,19184.6,19215.19,19052.72,19088.94,2101.350737
2020-12-14 11:00:00,19088.94,19144.14,19051.11,19106.44,1864.319235
2020-12-14 12:00:00,19106.43,19147.0,19028.97,19114.66,2118.835216
2020-12-14 13:00:00,19114.66,19199.86,19063.31,19184.19,2220.236947
2020-12-14 14:00:00,19184.2,19227.66,19088.88,19221.74,2439.250888
2020-12-14 15:00:00,19221.75,19300.0,19158.57,19200.07,3589.350164
2020-12-14 16:00:00,19200.0,19237.79,19114.58,19152.37,1896.167202
2020-12-14 17:00:00,19152.59,19170.51,19113.08,19143.09,1255.884608
2020-12-14 18:00:00,19143.38,19236.76,19143.38,19236.75,1817.186019
2020-12-14 19:00:00,19236.75,19236.76,19165.0,19175.88,1343.180358
2020-12-14 20:00:00,19175.88,19216.57,19130.85,19208.07,1386.346738
2020-12-14 21:00:00,19208.08,19220.85,19150.85,19197.83,1359.138901
2020-12-14 22:00:00,19197.82,19296.0,19188.76,19291.9,1317.369348
2020-12-14 23:00:00,19291.99,19349.0,19200.85,19273.14,2882.372019
2020-12-15 00:00:00,19273.69,19395.0,19243.64,19394.94,2998.531387
2020-12-15 01:00:00,19394.94,19470.0,19320.85,19455.06,2941.282431
2020-12-15 02:00:00,19455.06,19570.0,19444.25,19458.97,5055.6835
2020-12-15 03:00:00,19458.98,19509.57,19416.35,19479.7,1934.600997
2020-12-15 04:00:00,19479.69,19497.36,19161.03,19180.71,3179.726241
2020-12-15 05:00:00,19180.7,19259.78,19050.0,19132.4,3984.043664
2020-12-15 06:00:00,19133.29,19211.76,19101.0,19186.12,2257.168193
2020-12-15 07:00:00,19186.12,19226.95,19146.95,19197.6,1730.803117
2020-12-15 08:00:00,19197.59,19219.96,19106.95,19137.24,1854.09426
2020-12-15 09:00:00,19136.96,19209.99,19074.0,19187.51,2498.768
2020-12-15 10:00:00,19187.51,19350.0,19117.9,19310.0,3596.157208
2020-12-15 11:00:00,19309.99,19334.9,19241.07,19293.54,1837.391665
2020-12-15 12:00:00,19293.54,19383.98,19256.33,19291.4,2177.678422
2020-12-15 13:00:00,19291.4,19349.0,19263.5,19349.0,1506.492391
2020-12-15 14:00:00,19349.16,19433.0,19256.27,19337.46,3320.865118
2020-12-15 15:00:00,19337.46,19429.27,19337.46,19403.31,2771.86623
2020-12-15 16:00:00,19403.31,19425.87,19328.06,19364.1,2346.463058
2020-12-15 17:00:00,19364.09,19422.92,19352.48,19399.53,1851.189273
2020-12-15 18:00:00,19399.53,19543.0,19390.0,19530.0,3565.309308
2020-12-15 19:00:00,19529.99,19545.0,19465.0,19530.38,2470.61552
2020-12-15 20:00:00,19530.38,19547.0,19461.55,19491.87,1595.053706
2020-12-15 21:00:00,19491.87,19511.99,19276.0,19419.92,3770.651415
2020-12-15 22:00:00,19419.93,19489.09,19379.19,19461.38,1176.976643
2020-12-15 23:00:00,19461.37,19471.18,19345.51,19426.43,1412.954264
2020-12-16 00:00:00,19426.43,19454.97,19278.6,19365.29,2363.836441
2020-12-16 01:00:00,19365.28,19420.0,19317.01,19389.37,1791.407177
2020-12-16 02:00:00,19389.37,19488.02,19389.37,19442.08,1919.597241
2020-12-16 03:00:00,19442.08,19454.0,19325.0,19346.52,2010.880432
